,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_E_1,MSZoning_E_2,MSZoning_E_3,MSZoning_E_4,MSZoning_E_5,Street_E_1,Street_E_2,Alley_E_1,Alley_E_2,Alley_E_3,LotShape_E_1,LotShape_E_2,LotShape_E_3,LotShape_E_4,LandContour_E_1,LandContour_E_2,LandContour_E_3,LandContour_E_4,Utilities_E_1,Utilities_E_2,LotConfig_E_1,LotConfig_E_2,LotConfig_E_3,LotConfig_E_4,LotConfig_E_5,LandSlope_E_1,LandSlope_E_2,LandSlope_E_3,Neighborhood_E_1,Neighborhood_E_2,Neighborhood_E_3,Neighborhood_E_4,Neighborhood_E_5,Neighborhood_E_6,Neighborhood_E_7,Neighborhood_E_8,Neighborhood_E_9,Neighborhood_E_10,Neighborhood_E_11,Neighborhood_E_12,Neighborhood_E_13,Neighborhood_E_14,Neighborhood_E_15,Neighborhood_E_16,Neighborhood_E_17,Neighborhood_E_18,Neighborhood_E_19,Neighborhood_E_20,Neighborhood_E_21,Neighborhood_E_22,Neighborhood_E_23,Neighborhood_E_24,Neighborhood_E_25,Condition1_E_1,Condition1_E_2,Condition1_E_3,Condition1_E_4,Condition1_E_5,Condition1_E_6,Condition1_E_7,Condition1_E_8,Condition1_E_9,Condition2_E_1,Condition2_E_2,Condition2_E_3,Condition2_E_4,Condition2_E_5,Condition2_E_6,Condition2_E_7,BldgType_E_1,BldgType_E_2,BldgType_E_3,BldgType_E_4,BldgType_E_5,HouseStyle_E_1,HouseStyle_E_2,HouseStyle_E_3,HouseStyle_E_4,HouseStyle_E_5,HouseStyle_E_6,HouseStyle_E_7,HouseStyle_E_8,RoofStyle_E_1,RoofStyle_E_2,RoofStyle_E_3,RoofStyle_E_4,RoofStyle_E_5,RoofStyle_E_6,RoofMatl_E_1,RoofMatl_E_3,RoofMatl_E_4,RoofMatl_E_5,RoofMatl_E_6,RoofMatl_E_7,RoofMatl_E_8,Exterior1st_E_1,Exterior1st_E_2,Exterior1st_E_3,Exterior1st_E_4,Exterior1st_E_5,Exterior1st_E_6,Exterior1st_E_7,Exterior1st_E_8,Exterior1st_E_9,Exterior1st_E_10,Exterior1st_E_11,Exterior1st_E_12,Exterior1st_E_13,Exterior1st_E_14,Exterior1st_E_15,Exterior2nd_E_1,Exterior2nd_E_2,Exterior2nd_E_3,Exterior2nd_E_4,Exterior2nd_E_5,Exterior2nd_E_6,Exterior2nd_E_7,Exterior2nd_E_8,Exterior2nd_E_9,Exterior2nd_E_10,Exterior2nd_E_11,Exterior2nd_E_12,Exterior2nd_E_13,Exterior2nd_E_14,Exterior2nd_E_15,Exterior2nd_E_16,MasVnrType_E_1,MasVnrType_E_2,MasVnrType_E_3,MasVnrType_E_4,ExterQual_E_1,ExterQual_E_2,ExterQual_E_3,ExterQual_E_4,ExterCond_E_1,ExterCond_E_2,ExterCond_E_3,ExterCond_E_4,ExterCond_E_5,Foundation_E_1,Foundation_E_2,Foundation_E_3,Foundation_E_4,Foundation_E_5,Foundation_E_6,BsmtQual_E_1,BsmtQual_E_2,BsmtQual_E_3,BsmtQual_E_4,BsmtQual_E_5,BsmtCond_E_1,BsmtCond_E_2,BsmtCond_E_3,BsmtCond_E_4,BsmtCond_E_5,BsmtExposure_E_1,BsmtExposure_E_2,BsmtExposure_E_3,BsmtExposure_E_4,BsmtExposure_E_5,BsmtFinType1_E_1,BsmtFinType1_E_2,BsmtFinType1_E_3,BsmtFinType1_E_4,BsmtFinType1_E_5,BsmtFinType1_E_6,BsmtFinType1_E_7,BsmtFinType2_E_1,BsmtFinType2_E_2,BsmtFinType2_E_3,BsmtFinType2_E_4,BsmtFinType2_E_5,BsmtFinType2_E_6,BsmtFinType2_E_7,Heating_E_1,Heating_E_2,Heating_E_3,Heating_E_4,Heating_E_5,Heating_E_6,HeatingQC_E_1,HeatingQC_E_2,HeatingQC_E_3,HeatingQC_E_4,HeatingQC_E_5,CentralAir_E_1,CentralAir_E_2,Electrical_E_1,Electrical_E_2,Electrical_E_3,Electrical_E_4,Electrical_E_5,KitchenQual_E_1,KitchenQual_E_2,KitchenQual_E_3,KitchenQual_E_4,Functional_E_1,Functional_E_2,Functional_E_3,Functional_E_4,Functional_E_5,Functional_E_6,Functional_E_7,FireplaceQu_E_1,FireplaceQu_E_2,FireplaceQu_E_3,FireplaceQu_E_4,FireplaceQu_E_5,FireplaceQu_E_6,GarageType_E_1,GarageType_E_2,GarageType_E_3,GarageType_E_4,GarageType_E_5,GarageType_E_6,GarageType_E_7,GarageFinish_E_1,GarageFinish_E_2,GarageFinish_E_3,GarageFinish_E_4,GarageQual_E_1,GarageQual_E_2,GarageQual_E_3,GarageQual_E_4,GarageQual_E_5,GarageQual_E_6,GarageCond_E_1,GarageCond_E_2,GarageCond_E_3,GarageCond_E_4,GarageCond_E_5,GarageCond_E_6,PavedDrive_E_1,PavedDrive_E_2,PavedDrive_E_3,PoolQC_E_1,PoolQC_E_2,PoolQC_E_3,PoolQC_E_4,Fence_E_1,Fence_E_2,Fence_E_3,Fence_E_4,Fence_E_5,MiscFeature_E_1,MiscFeature_E_2,MiscFeature_E_3,MiscFeature_E_4,MiscFeature_E_5,SaleType_E_1,SaleType_E_2,SaleType_E_3,SaleType_E_4,SaleType_E_5,SaleType_E_6,SaleType_E_7,SaleType_E_8,SaleType_E_9,SaleCondition_E_1,SaleCondition_E_2,SaleCondition_E_3,SaleCondition_E_4,SaleCondition_E_5,SaleCondition_E_6,MSSubClass_E_1,MSSubClass_E_2,MSSubClass_E_3,MSSubClass_E_4,MSSubClass_E_5,MSSubClass_E_6,MSSubClass_E_7,MSSubClass_E_8,MSSubClass_E_9,MSSubClass_E_10,MSSubClass_E_11,MSSubClass_E_12,MSSubClass_E_13,MSSubClass_E_14,MSSubClass_E_15,OverallQual_E_1,OverallQual_E_2,OverallQual_E_3,OverallQual_E_4,OverallQual_E_5,OverallQual_E_6,OverallQual_E_7,OverallQual_E_8,OverallQual_E_9,OverallQual_E_10,OverallCond_E_1,OverallCond_E_2,OverallCond_E_3,OverallCond_E_4,OverallCond_E_5,OverallCond_E_6,OverallCond_E_7,OverallCond_E_8,OverallCond_E_9
0,0.30203889517627375,0.0,1.1535227058273567,0.9110502389052919,1.2312595386681702,0.8016470349295997,-0.36092257039756903,-0.8827483056880003,-0.42559116941895864,-0.8039326136963364,1.1783547989066767,-0.132499735000795,0.5422445906377349,1.175376888329379,-0.24333213169614384,0.8107981250256794,1.2916659072495977,0.1748278970462151,-0.1733737417550282,0.9654872065288518,-1.0238474890302303,1.1231931498574952,0.28530917221537766,0.40315501633617135,-0.945657802736401,0.8465479383047092,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,-1.7004348998746928,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.6779402535863781,0.0,0.005999707925730894,-0.6157071881786119,-0.818979752487797,1.019596598288783,-0.36092257039756903,-0.4294127396241671,0.5352648462039215,0.43553665685904813,-0.866332683344206,-0.132499735000795,-0.39590275099918504,-0.8395705531998775,4.109609332952797,0.8107981250256794,-0.7692944838975143,0.1748278970462151,-0.1733737417550282,-0.22802856100633806,0.7927697047080265,-0.2642017606094813,0.28530917221537766,0.005424312577021965,1.217759474962139,-1.0705129411855518,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,-0.447725043521725,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.37872977618381376,0.0,1.0570041512223092,0.8389507072916802,1.194356392848091,0.5716271921922802,-0.36092257039756903,-0.043174276164035956,-0.2690929002669601,-0.5737754662502074,1.1809599270775653,-0.132499735000795,0.6799511796709,1.175376888329379,-0.24333213169614384,0.8107981250256794,1.2916659072495977,0.1748278970462151,-0.1733737417550282,-0.22802856100633806,0.7927697047080265,1.002162836899009,0.28530917221537766,0.6679979389175823,-0.945657802736401,0.6725362043765372,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,0.9853182216668288,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0.17233103241336634,0.0,-1.6449704416357496,-0.8581589460529684,-0.818979752487797,0.13673200344101158,-0.36092257039756903,0.18813654942606456,-0.6747702792094049,-0.4345838114846462,1.1553938736527722,-0.132499735000795,0.5551444529482472,1.175376888329379,-0.24333213169614384,-1.0265650663728954,-0.7692944838975143,0.1748278970462151,-0.1733737417550282,0.40206954204971035,0.7927697047080265,0.8266257504086747,1.8032619345953407,0.8160680027759615,-0.945657802736401,0.5883313513256708,2.4527632437824787,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,-1.7004348998746928,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0.7752581950143068,0.0,1.009491591174809,0.6989036545880194,1.3337952487158466,0.7538223938556015,-0.36092257039756903,0.08234066368692858,0.2654985356847928,0.12479663411689881,1.2169631772017533,-0.132499735000795,1.3493895078847014,1.175376888329379,-0.24333213169614384,0.8107981250256794,1.2916659072495977,1.3852584589493853,-0.1733737417550282,1.4756217804471041,0.7927697047080265,0.9428597318668596,1.8032619345953407,1.6374679660823468,1.0858183834694541,0.9972268677613535,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,1.9603524047549266,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0.7994147985745593,0.0,0.6903918490150048,0.37181531387285505,-0.818979752487797,0.8250177582166325,-0.36092257039756903,-1.3088826833776024,-0.5743769889284166,-1.0358679143749552,1.099374690221988,-0.132499735000795,-0.16429660752451594,1.175376888329379,-0.24333213169614384,-1.0265650663728954,1.2916659072495977,-2.3213666843522143,-0.1733737417550282,-0.9441563234800503,-1.0238474890302303,0.5494094741202253,0.28530917221537766,0.0968840701689103,0.5779536988670809,0.5176119581940727,-0.408247343560415,7.70551750371122,-0.29361010973054597,-0.058843894144731304,5.235624579571495,1.3178771196262637,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.5546560048425645,0.0,1.2025386065235093,1.0595349115672286,1.2212814382300972,1.2627243403379043,-0.36092257039756903,-0.3365889074274273,1.475933158643951,1.3760922842525882,-0.866332683344206,-0.132499735000795,0.5125888516914809,1.175376888329379,-0.24333213169614384,0.8107981250256794,-0.7692944838975143,0.1748278970462151,-0.1733737417550282,0.40206954204971035,0.7927697047080265,1.184941499185964,0.28530917221537766,0.7900376682681364,1.1715155517982816,0.8147748705754748,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,0.6439376917597976,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7,-1.8359777233239811,0.0,-0.10260305024053204,-0.740531044204642,1.2686992965552881,0.9308238491970865,2.7560511639804703,-0.6406315001294411,0.1767534451579152,0.01701327373951723,1.2044013611912072,-0.132499735000795,1.1850360743887178,1.175376888329379,-0.24333213169614384,0.8107981250256794,1.2916659072495977,0.1748278970462151,-0.1733737417550282,0.40206954204971035,1.6462053583208152,-0.3892367587096106,0.28530917221537766,0.11509690451896061,1.1470460754546605,1.4208172913355877,2.452477930772682,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,5.235624579522862,1.6426168683789826,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,-0.06782049098859651,0.0,-1.3102049802503604,-1.4861246616007366,-0.818979752487797,-1.3580234243737173,-0.36092257039756903,0.9121514920323692,-0.19163961900452853,-0.23809514843328763,1.15438616177863,-0.132499735000795,0.6585451882299774,-0.8395705531998775,-0.24333213169614384,0.8107981250256794,-0.7692944838975143,-1.057927563727333,3.827628474409512,0.9654872065288518,1.6462053583208152,-1.6917102871944796,0.28530917221537766,0.04208838027876782,0.8475805710983445,-1.0705129411855518,2.452268493316536,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,-0.8416340440617734,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9,-0.09509405115414368,0.0,-1.1198851872934301,-1.4861246616007366,-0.818979752487797,0.9245256791941898,-0.36092257039756903,-0.9240392489753322,-0.09792041553075019,-0.07072061348442588,-0.866332683344206,-0.132499735000795,-0.8692110125042953,1.175376888329379,-0.24333213169614384,-1.0265650663728954,-0.7692944838975143,-1.057927563727333,3.827628474409512,-0.9441563234800503,1.6462053583208152,-1.4982686943555612,-1.04814818797183,-1.238278815649749,-0.945657802736401,-0.33469816952950027,-0.408247343560415,-0.12977713690461,-0.29361010973054597,-0.058843894144731304,-0.1909991798288123,-2.1853273169133267,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
