,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_E,Street_E,Alley_E,LotShape_E,LandContour_E,Utilities_E,LotConfig_E,LandSlope_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,Exterior2nd_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,GarageCond_E,PavedDrive_E,PoolQC_E,Fence_E,MiscFeature_E,SaleType_E,SaleCondition_E,MSSubClass_E,OverallQual_E,OverallCond_E
0,0.30329891916755136,0.0,1.1494137159225415,0.9076758855886922,1.2223592952760909,0.7939626001753537,-0.3621961581613878,-0.8789926992285966,-0.42904925625119517,-0.8016054337039509,1.1843358485783906,-0.12740280588382377,0.5463676456107711,1.1668852923855377,-0.24572935529362203,0.8029471176882673,1.2850146438896368,0.17539530677557125,-0.169646493858595,0.9728203760396272,-1.0306766359417172,1.1188889086924436,0.2780086258634273,0.3961366287675178,-0.9511358268739218,0.8465507617636993,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,-1.6934413259435053,0.0,4,2,3,1,2,2,1,1,17,5,5,5,7,2,3,12,13,3,3,4,6,4,4,2,7,6,6,5,2,5,3,7,2,6,3,4,6,3,1,5,4,5,5,15,7,8
1,0.6762150266150172,0.0,-0.0053909130882369115,-0.6193362294158546,-0.8242346883349407,1.0147107027866065,-0.3621961581613878,-0.4256684740833375,0.523509848520958,0.43123092836419874,-0.861297945702648,-0.12740280588382377,-0.3841172979819856,-0.8451834419093612,4.06951785643563,0.8029471176882673,-0.7731084377446312,0.17539530677557125,-0.169646493858595,-0.22346405620587584,0.7802854721051541,-0.2734108354596469,0.2780086258634273,-0.0023582044390482466,1.2126289079071566,-1.07179849214819,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,-0.44249863889842,0.0,4,2,3,1,2,2,2,1,21,3,5,5,6,2,3,5,6,2,2,4,3,4,4,5,5,6,6,5,2,5,2,7,4,6,3,4,6,3,1,5,4,5,5,12,6,6
2,0.37941215112629495,0.0,1.0527891703360654,0.8354485199606203,1.184717468467693,0.5613748329569911,-0.3621961581613878,-0.03982754535128765,-0.2737934980644322,-0.572207256818566,1.1868893883736158,-0.12740280588382377,0.6816102507566356,1.1668852923855377,-0.24572935529362203,0.8029471176882673,1.2850146438896368,0.17539530677557125,-0.169646493858595,-0.22346405620587584,0.7802854721051541,0.9972565108458673,0.2780086258634273,0.6615355027709895,-0.9511358268739218,0.6719276118363363,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,0.9925220712099972,0.0,4,2,3,2,2,2,1,1,17,5,5,5,7,2,3,12,13,3,3,4,6,4,4,3,7,6,6,5,2,5,3,7,4,6,3,4,6,3,1,5,4,5,5,15,7,8
3,0.17452862863381788,0.0,-1.6978031990642093,-0.8612451740887512,-0.8242346883349407,0.12283613013730206,-0.3621961581613878,0.1911045256180388,-0.6763507431471977,-0.4335793474791216,1.1618215571132022,-0.12740280588382377,0.5590509483165309,1.1668852923855377,-0.24572935529362203,-1.0270190132935941,-0.7731084377446312,0.17539530677557125,-0.169646493858595,0.40787992942959544,0.7802854721051541,0.8208999868264406,1.7942974100421296,0.8099313957995402,-0.9511358268739218,0.5874618803065317,2.4855716824637875,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,-1.6934413259435053,0.0,4,2,3,2,2,2,3,1,18,5,5,5,7,2,3,6,9,2,2,4,2,3,5,2,5,6,6,4,2,5,3,7,5,3,2,4,6,3,1,5,4,5,2,10,7,8
4,0.7727003988534816,0.0,1.0051931046470823,0.6951815471835248,1.3272237432449057,0.7455704020536237,-0.3621961581613878,0.0854939189475615,0.25622493414830705,0.12274044782867959,1.2221603412663438,-0.12740280588382377,1.3343644106530657,1.1668852923855377,-0.24572935529362203,0.8029471176882673,1.2850146438896368,1.3900909512940878,-0.169646493858595,1.4846625708180206,0.7802854721051541,0.937669344734826,1.7942974100421296,1.6333123827117952,1.0782011583608233,0.9978376018307422,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,1.9706383097015812,0.0,4,2,3,2,2,2,2,1,25,5,5,5,7,2,3,12,13,3,3,4,6,4,4,4,7,6,6,5,2,5,3,7,4,6,3,4,6,3,1,5,4,5,5,15,8,8
5,0.7966467771263142,0.0,0.6849764885020044,0.36773340132241705,-0.8242346883349407,0.8176169038017519,-0.3621961581613878,-1.305715199342682,-0.5766984533570295,-1.0329944532615418,1.106832452331024,-0.12740280588382377,-0.1528962960911694,1.1668852923855377,-0.24572935529362203,-1.0270190132935941,1.2850146438896368,-2.320980841612118,-0.169646493858595,-0.9404136068324299,-1.0306766359417172,0.5425254212814162,0.2780086258634273,0.08926922847167504,0.56414490394338,0.516541063486035,-0.40277424982226884,7.68114574786861,-0.294605588562712,-0.06468462273531508,5.272570533146002,1.3259942434550065,0.0,4,2,3,2,2,2,1,1,12,5,5,5,3,2,3,12,13,2,2,4,5,4,4,2,7,6,6,5,2,5,2,7,2,6,2,4,6,3,1,3,2,5,5,7,5,8
6,0.5539514280497189,0.0,1.1984512734290715,1.056454099250732,1.2121765325913603,1.2613479207551632,-0.3621961581613878,-0.332910955744816,1.4547525786300743,1.3625927701284455,-0.861297945702648,-0.12740280588382377,0.5171985437414198,1.1668852923855377,-0.24572935529362203,0.8029471176882673,-0.7731084377446312,0.17539530677557125,-0.169646493858595,0.40787992942959544,0.7802854721051541,1.1809557817917329,0.2780086258634273,0.7838430325928392,1.1654698180657157,0.814658795070974,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,0.6503666626758218,0.0,4,2,3,1,2,2,1,1,20,5,5,5,6,2,3,12,13,4,3,4,6,5,4,4,7,6,6,5,2,5,3,7,5,6,3,4,6,3,1,5,4,5,5,12,8,8
7,-1.8309188195476032,0.0,-0.11543965810439928,-0.7439055133882683,1.2606006642459073,0.924756962266883,2.7458660647462194,-0.6368132475141542,0.16827185603670844,0.015645775710945217,1.2098581507911428,-0.12740280588382377,1.1748204018348702,1.1668852923855377,-0.24572935529362203,0.8029471176882673,1.2850146438896368,0.17539530677557125,-0.169646493858595,0.40787992942959544,1.6452001159687075,-0.39864344305109334,0.2780086258634273,0.1075160465457401,1.1405352532012873,1.423524957808436,2.4853279494884384,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,5.272570533110095,1.651766437165366,0.0,4,2,3,2,2,2,3,1,14,8,5,5,7,2,3,9,10,4,2,4,3,4,4,3,5,2,6,5,2,5,2,7,4,6,3,4,6,3,1,5,2,5,5,15,7,5
8,-0.06402739277080324,0.0,-1.350659451682108,-1.4867355122757344,-0.8242346883349407,-1.366273292317548,-0.3621961581613878,0.913371872630616,-0.19697213265587057,-0.2380207629300819,1.160833117797438,-0.12740280588382377,0.6606092749253775,-0.8451834419093612,-0.24572935529362203,0.8029471176882673,-0.7731084377446312,-1.0591708936228068,3.9318648878482216,0.9728203760396272,1.6452001159687075,-1.6998456671423277,0.2780086258634273,0.03437247763984442,0.8364138749354606,-1.07179849214819,2.4851481744265405,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,-0.8362773099907821,0.0,2,2,3,1,2,2,1,1,6,1,5,5,3,2,3,11,9,2,2,4,2,3,4,2,6,6,6,4,2,3,2,4,4,3,2,3,6,3,1,5,4,5,2,7,7,8
9,-0.09113207328499832,0.0,-1.1543613973791431,-1.4867355122757344,-0.8242346883349407,0.9183771215197705,-0.3621961581613878,-0.9203119199803473,-0.10403200502249621,-0.07156238372159968,-0.861297945702648,-0.12740280588382377,-0.8598072199329002,1.1668852923855377,-0.24572935529362203,-1.0270190132935941,-0.7731084377446312,-1.0591708936228068,3.9318648878482216,-0.9404136068324299,1.6452001159687075,-1.5070522900860603,-1.0549399729119366,-1.2477321876467118,-0.9511358268739218,-0.3369174463890043,-0.40277424982226884,-0.1301889109808239,-0.294605588562712,-0.06468462273531508,-0.18966081045272043,-2.176345725820122,0.0,4,2,3,1,2,2,3,1,4,1,2,1,1,2,3,5,6,2,2,4,2,3,4,2,7,6,6,5,2,5,2,7,4,6,3,5,6,3,1,5,4,5,5,4,5,5
